TIME_PERIOD,TIME_IDENTIFIER,TRUST_GROUP_TYPE,TRUST_NAME,TRUST_UID,TRUST_ID,TRUST_COMPANIES_HOUSE_NUMBER,TRUST_UKPRN,TRUST_LEADREGION,INSTITUTIONS_MATPTINC,NUMINST_MATPTINC,NUMINST_CONVERTER_MATPTINC,NUMINST_SPONSOR_MATPTINC,NUMINST_FREE_MATPTINC,NUMINST_STUDIO_MATPTINC,NUMINST_UTC_MATPTINC,NUMINST_FSM6CLA1A_MATPTINC,NUMINST_3_MATPTINC,NUMINST_4_MATPTINC,NUMINST_5PLUS_MATPTINC,TPUP_MATPTINC,KS2ASS_MATPTINC,PFSM6CLA1A_MATPTINC,PNOTFSM6CLA1A_MATPTINC,PEALGRP2_MATPTINC,PSEN_ALL4_MATPTINC,ATT8SCR_WGTAVG,P8MEACOV,P8MEA_WGTAVG,P8CILOW,P8CIUPP,PTL2BASICS_95_WGTAVG,EBACCAPS_WGTAVG,PTEBACC_95_WGTAVG,PTEBACC_94_WGTAVG,PTEBACC_E_PTQ_EE_WGTAVG,ATT8SCR_WGTAVG_FSM6CLA1A,P8MEACOV_FSM6CLA1A,P8MEA_WGTAVG_FSM6CLA1A,P8CILOW_FSM6CLA1A,P8CIUPP_FSM6CLA1A,PTL2BASICS_95_WGTAVG_FSM6CLA1A,EBACCAPS_WGTAVG_FSM6CLA1A,PTEBACC_95_WGTAVG_FSM6CLA1A,PTEBACC_94_WGTAVG_FSM6CLA1A,PTEBACC_E_PTQ_EE_WGTAVG_FSM6CLA1A,ATT8SCR_WGTAVG_NFSM6CLA1A,P8MEACOV_NFSM6CLA1A,P8MEA_WGTAVG_NFSM6CLA1A,P8CILOW_NFSM6CLA1A,P8CIUPP_NFSM6CLA1A,PTL2BASICS_95_WGTAVG_NFSM6CLA1A,EBACCAPS_WGTAVG_NFSM6CLA1A,PTEBACC_95_WGTAVG_NFSM6CLA1A,PTEBACC_94_WGTAVG_NFSM6CLA1A,PTEBACC_E_PTQ_EE_WGTAVG_NFSM6CLA1A,P8_BANDING,INSTITUTIONS_INMAT,NUMINST_INMAT,NUMINST_CONVERTER_INMAT,NUMINST_SPONSOR_INMAT,NUMINST_FREE_INMAT,NUMINST_STUDIO_INMAT,NUMINST_UTC_INMAT,TPUP_INMAT,PFSM6CLA1A_INMAT,PNOTFSM6CLA1A_INMAT
202223,AcademicYear,Multi-academy trusts,THE BROOKE WESTON TRUST,2471,TR00327,2400784,10058154,East Midlands,135306;135317;135967;137867;138254,5,0,4,1,0,0,5,0,0,5,970,101.6,24%,76%,24%,16%,42.7,95%,0.1,0.01,0.19,39%,3.81,16%,26%,50%,30.6,96%,-0.51,-0.69,-0.32,19%,2.57,6%,11%,28%,46.5,95%,0.29,0.19,0.39,46%,4.2,19%,30%,57%,Above average,135306;135317;135967;137867;138254,5,0,4,1,0,0,970,24%,76%
202223,AcademicYear,Multi-academy trusts,BMAT EDUCATION,2497,TR00353,7843166,10059426,East of England,137694;141328;145050;145410;145931,5,1,3,0,0,1,5,0,0,5,696,103.8,31%,69%,25%,14%,42.6,94%,-0.34,-0.45,-0.23,41%,3.84,11%,21%,55%,38.3,92%,-0.61,-0.8,-0.41,34%,3.47,7%,16%,50%,44.5,94%,-0.22,-0.35,-0.09,45%,4.01,13%,23%,57%,Below average,137694;141328;145050;145410;145931;148423,6,1,4,0,0,1,860,31%,69%
202223,AcademicYear,Multi-academy trusts,CABOT LEARNING FEDERATION,2516,TR00367,6207590,10058211,South West,135295;135300;135959;136708;137106;141042;142079;144509;147351,9,1,7,0,1,0,9,0,1,8,1484,102.2,32%,68%,21%,30%,43.1,91%,0.07,-0.01,0.14,36%,3.62,9%,14%,26%,34.1,92%,-0.33,-0.46,-0.2,21%,2.82,4%,8%,23%,47.2,91%,0.26,0.17,0.35,43%,3.99,11%,16%,27%,Average,135295;135300;135959;136708;137106;141042;142079;144509;147351,9,1,7,0,1,0,1484,32%,68%
202223,AcademicYear,Multi-academy trusts,MERIDIAN TRUST,2526,TR00375,7552498,10053421,East of England,136580;136974;137082;137600;139401;139988;143404,7,5,2,0,0,0,7,0,1,6,1236,103.7,20%,80%,11%,7%,48.5,95%,0.28,0.2,0.36,45%,4.25,17%,27%,44%,37.4,96%,-0.14,-0.33,0.04,23%,3.1,5%,12%,24%,51.2,95%,0.38,0.29,0.47,50%,4.53,20%,31%,49%,Above average,136470;136471;136580;136974;137082;137600;137886;139401;139988;142902;143404,11,8,2,0,0,1,1982,18%,82%
202223,AcademicYear,Multi-academy trusts,THE CARDINAL HUME ACADEMIES TRUST,2543,TR00389,8148675,10059941,London,139362;139369;143082,3,3,0,0,0,0,3,0,0,3,523,104.9,31%,69%,35%,15%,54.6,85%,0.65,0.52,0.78,58%,5.01,30%,41%,82%,50.4,88%,0.5,0.27,0.73,50%,4.55,23%,34%,79%,56.6,84%,0.72,0.57,0.88,61%,5.23,33%,45%,84%,Well above average,139362;139369;143082,3,3,0,0,0,0,523,31%,69%
202223,AcademicYear,Multi-academy trusts,BISHOP HOGARTH CATHOLIC EDUCATION TRUST,2548,TR00392,7808732,10055116,North East,137622;137702;139656;140867;141370,5,3,2,0,0,0,5,2,0,3,1098,105.6,25%,75%,6%,11%,46.5,99%,-0.26,-0.34,-0.17,45%,4.05,18%,28%,43%,35.3,99%,-0.87,-1.04,-0.71,25%,2.98,8%,15%,28%,50.3,99%,-0.04,-0.14,0.05,51%,4.42,21%,33%,48%,Below average,137622;137702;139656;140867;141370,5,3,2,0,0,0,1098,25%,75%
202223,AcademicYear,Multi-academy trusts,CASTLE PHOENIX TRUST,2565,TR00407,8331385,10060243,West Midlands,139292;145019;146436,3,1,2,0,0,0,3,0,1,2,555,102.7,25%,75%,18%,14%,41,95%,-0.23,-0.35,-0.11,36%,3.4,6%,10%,20%,29.9,96%,-0.62,-0.86,-0.38,17%,2.44,2%,6%,12%,44.5,95%,-0.11,-0.25,0.03,41%,3.7,7%,12%,22%,Below average,139292;145019;146436,3,1,2,0,0,0,555,25%,75%
202223,AcademicYear,Multi-academy trusts,CASTLE SCHOOL EDUCATION TRUST,2567,TR00409,8397975,10060317,South West,139345;139348;141341;142008,4,2,2,0,0,0,4,0,0,4,769,104.5,15%,85%,6%,10%,48.8,95%,0.13,0.02,0.23,47%,4.38,20%,29%,41%,33.5,92%,-0.69,-0.96,-0.42,14%,2.89,4%,10%,23%,51.5,96%,0.26,0.15,0.37,53%,4.64,22%,33%,44%,Above average,139345;139348;141341;142008,4,2,2,0,0,0,769,15%,85%
202223,AcademicYear,Multi-academy trusts,CENTRAL LEARNING PARTNERSHIP TRUST,2594,TR00427,7827368,10059395,West Midlands,137730;138098;145114,3,1,2,0,0,0,3,0,0,3,542,104.2,37%,63%,20%,23%,49.2,99%,0.28,0.16,0.4,39%,3.44,1%,2%,4%,45.2,98%,0.17,-0.03,0.37,34%,3.07,0%,1%,2%,51.6,99%,0.35,0.2,0.5,43%,3.65,1%,2%,6%,Above average,137730;138098;145114,3,1,2,0,0,0,542,37%,63%
202223,AcademicYear,Multi-academy trusts,ANTHEM SCHOOLS TRUST,2597,TR00429,7468210,10058447,East Midlands,134003;136261;137873;138367;138571,5,1,3,1,0,0,5,0,0,5,865,102.9,25%,75%,22%,18%,43.3,93%,-0.03,-0.12,0.07,37%,3.82,15%,21%,44%,35.7,93%,-0.33,-0.52,-0.13,23%,3.1,6%,11%,32%,45.9,94%,0.07,-0.04,0.19,42%,4.06,17%,25%,48%,Average,134003;136261;137873;138367;138571,5,1,3,1,0,0,865,25%,75%
202223,AcademicYear,Multi-academy trusts,THE LAURUS TRUST,2627,TR00453,7907463,10054410,North West,137843;137923;145893;145894,4,2,0,2,0,0,4,0,1,3,922,105.3,18%,82%,7%,16%,53.3,98%,0.43,0.34,0.52,57%,4.52,10%,15%,70%,40.8,98%,-0.14,-0.36,0.07,28%,3.4,5%,10%,56%,56.1,98%,0.56,0.46,0.66,63%,4.77,11%,15%,73%,Above average,137843;137923;145893;145894,4,2,0,2,0,0,922,18%,82%
202223,AcademicYear,Multi-academy trusts,RIVER LEARNING TRUST,2644,TR00467,7966500,10059630,South East,137936;137970;138817;140875;145139,5,5,0,0,0,0,5,0,0,5,961,104.7,15%,85%,13%,17%,52.9,93%,0.53,0.44,0.62,60%,4.67,22%,26%,35%,35.8,93%,-0.22,-0.46,0.01,24%,3.02,4%,7%,13%,56,93%,0.66,0.56,0.76,66%,4.96,25%,30%,38%,Well above average,137936;137970;138817;138897;139146;140875;145139;148354,8,7,1,0,0,0,1571,20%,80%
202223,AcademicYear,Multi-academy trusts,CHILTERN LEARNING TRUST,2661,TR00480,7559901,10055370,East of England,136319;136651;137462;144311;144312;145872,6,5,0,1,0,0,6,0,0,6,1312,103.2,28%,72%,53%,13%,49.6,95%,0.52,0.44,0.6,51%,4.36,20%,29%,50%,43.4,95%,0.27,0.12,0.42,38%,3.74,13%,21%,43%,52.1,94%,0.62,0.52,0.71,56%,4.6,22%,32%,53%,Well above average,136319;136651;137462;138067;142387;144311;144312;145872,8,6,1,1,0,0,1475,28%,72%
202223,AcademicYear,Multi-academy trusts,CITY OF LONDON ACADEMIES TRUST,2705,TR00514,4504128,10058170,London,134222;135587;135835;143659;143756;144962,6,0,4,2,0,0,6,0,0,6,1034,105,55%,45%,37%,18%,48.4,93%,0,-0.09,0.09,49%,4.46,24%,36%,72%,44.7,94%,-0.17,-0.29,-0.05,40%,4.04,18%,29%,66%,52.8,92%,0.21,0.08,0.35,60%,4.95,31%,45%,78%,Average,134222;135587;135835;143659;143756;144962,6,0,4,2,0,0,1034,55%,45%
202223,AcademicYear,Multi-academy trusts,COASTAL ACADEMIES TRUST,2731,TR00532,7552665,10058585,South East,136571;136584;136585,3,3,0,0,0,0,3,0,0,3,412,105.9,32%,68%,12%,15%,51.4,97%,0.13,-0.01,0.27,55%,4.36,15%,18%,24%,40,96%,-0.35,-0.6,-0.11,36%,3.25,5%,6%,11%,56.8,97%,0.35,0.18,0.52,63%,4.87,19%,23%,30%,Average,136571;136584;136585,3,3,0,0,0,0,412,32%,68%
202223,AcademicYear,Multi-academy trusts,THE CAM ACADEMY TRUST,2753,TR00550,7491945,10055220,East of England,136463;137248;137527;139408,4,3,0,1,0,0,4,0,0,4,859,104.3,19%,81%,12%,21%,49.4,94%,0.2,0.11,0.3,48%,4.39,22%,27%,41%,32.7,94%,-0.53,-0.75,-0.3,16%,2.71,2%,4%,15%,53.3,94%,0.38,0.27,0.48,55%,4.78,26%,33%,47%,Above average,136463;137248;137527;139408,4,3,0,1,0,0,859,19%,81%
202223,AcademicYear,Multi-academy trusts,COMMUNITY ACADEMIES TRUST,2755,TR00552,7472736,10058454,West Midlands,136459;138936;139536;139766;142285,5,2,3,0,0,0,5,0,0,5,908,103.2,31%,69%,10%,22%,39.2,96%,-0.56,-0.65,-0.46,29%,3.33,9%,13%,22%,30.3,95%,-0.98,-1.15,-0.82,14%,2.51,1%,3%,9%,43.2,96%,-0.36,-0.48,-0.25,36%,3.71,12%,18%,28%,Well below average,136459;138936;139536;139766;142285,5,2,3,0,0,0,908,31%,69%
202223,AcademicYear,Multi-academy trusts,THE LEARNING ALLIANCE,2766,TR00558,7538467,10058540,North West,136655;138002;139953;140813;147654,5,2,2,0,1,0,5,4,0,1,613,103.6,28%,72%,9%,11%,40.3,94%,-0.5,-0.61,-0.38,33%,3.51,11%,18%,52%,26.5,93%,-1.23,-1.45,-1.01,11%,2.17,3%,5%,32%,45.2,94%,-0.24,-0.37,-0.1,41%,3.99,14%,23%,60%,Below average,136655;138002;139953;140813;142890;147654,6,2,2,0,1,1,697,29%,71%
202223,AcademicYear,Multi-academy trusts,THE CO-OPERATIVE ACADEMIES TRUST,2777,TR00567,7747126,10059286,North West,136102;136174;136987;137065;142762;144588;144627;146315;146404;147177,10,3,7,0,0,0,10,0,3,7,2339,102.8,45%,55%,31%,16%,40.3,91%,-0.36,-0.42,-0.3,32%,3.37,7%,12%,29%,34.1,90%,-0.67,-0.76,-0.58,23%,2.81,4%,9%,26%,45.2,91%,-0.11,-0.19,-0.03,40%,3.81,10%,15%,31%,Below average,136102;136174;136987;137065;142762;144588;144627;146315;146404;147177,10,3,7,0,0,0,2339,45%,55%
202223,AcademicYear,Multi-academy trusts,CREATIVE EDUCATION TRUST,2816,TR00604,7617529,10058707,East Midlands,135665;137100;137541;137781;138858;139068;139819;139961;141331;145952;146539,11,2,9,0,0,0,11,0,2,9,2297,102.8,30%,70%,21%,14%,41.7,93%,-0.21,-0.27,-0.15,32%,3.48,7%,11%,23%,35.2,96%,-0.56,-0.67,-0.45,21%,2.86,3%,6%,15%,44.5,91%,-0.05,-0.12,0.02,37%,3.75,9%,14%,27%,Below average,135665;137100;137541;137781;138858;139068;139819;139961;141331;145952;146539,11,2,9,0,0,0,2297,30%,70%
202223,AcademicYear,Multi-academy trusts,THE DAVID ROSS EDUCATION TRUST,2854,TR00633,6182612,10058206,East Midlands,135294;136201;136479;137200;138757;138783;139060;141166;141391;141874;144739,11,3,7,1,0,0,11,0,0,11,1438,103.2,29%,71%,14%,18%,41.2,93%,-0.27,-0.35,-0.2,33%,3.73,12%,21%,49%,34.5,97%,-0.69,-0.83,-0.55,22%,3.08,7%,13%,40%,43.9,92%,-0.1,-0.19,-0.01,38%,3.98,14%,24%,52%,Below average,135294;136201;136479;137200;138757;138783;139060;141166;141391;141874;144739,11,3,7,1,0,0,1438,29%,71%
202223,AcademicYear,Multi-academy trusts,THE DEAN TRUST,2864,TR00637,8027943,10055366,North West,138123;138124;140412;141884;144519;146797,6,2,4,0,0,0,6,0,1,5,1059,103.6,42%,58%,22%,20%,41.3,92%,-0.5,-0.59,-0.41,32%,3.72,13%,25%,60%,34.1,96%,-0.87,-1.01,-0.74,17%,2.99,5%,13%,50%,46.6,89%,-0.21,-0.32,-0.09,43%,4.26,18%,33%,68%,Below average,138123;138124;140412;141884;144519;146797,6,2,4,0,0,0,1059,42%,58%
202223,AcademicYear,Multi-academy trusts,THE DIOCESE OF WESTMINSTER ACADEMY TRUST,2928,TR00665,7944160,10059577,East of England,137895;137922;137925;137938;137994;137995,6,6,0,0,0,0,6,0,0,6,1183,105.1,15%,85%,37%,10%,54.4,91%,0.65,0.56,0.73,57%,4.93,27%,38%,63%,44.7,91%,0.24,0.02,0.46,33%,4.01,18%,27%,67%,56.1,91%,0.72,0.62,0.81,61%,5.09,28%,40%,63%,Well above average,137895;137922;137925;137938;137994;137995,6,6,0,0,0,0,1183,15%,85%
202223,AcademicYear,Multi-academy trusts,DIVERSE ACADEMIES TRUST,2936,TR00669,7664012,10058867,East Midlands,136624;137117;137319;138964;139956;144486,6,3,3,0,0,0,6,0,0,6,1055,103.2,28%,72%,7%,20%,41.4,95%,-0.35,-0.44,-0.26,30%,3.49,9%,14%,27%,30.2,94%,-0.94,-1.1,-0.77,15%,2.43,4%,6%,16%,45.8,95%,-0.13,-0.23,-0.02,36%,3.9,11%,17%,31%,Below average,136624;137117;137319;138964;139956;144486,6,3,3,0,0,0,1055,28%,72%
202223,AcademicYear,Multi-academy trusts,DIXONS ACADEMIES TRUST,2939,TR00671,2303464,10058150,Yorkshire and the Humber,130909;135866;137277;138251;141002;144743;146198;146363,8,0,4,4,0,0,8,0,1,7,1238,103.4,36%,64%,33%,19%,47.2,94%,0.22,0.14,0.3,47%,4.29,22%,35%,83%,41.5,94%,-0.06,-0.2,0.07,37%,3.74,17%,28%,77%,50.4,95%,0.38,0.28,0.48,52%,4.59,25%,39%,87%,Above average,130909;135866;137277;138251;141002;144743;146198;146363;148655;148792;148965,11,0,7,4,0,0,1776,42%,58%
202223,AcademicYear,Multi-academy trusts,E-ACT,2974,TR00699,6526376,10058234,South West,135907;135911;135934;135973;136032;136115;137706;137954;138073;138235;138374;146316;146518,13,0,13,0,0,0,13,0,0,13,2217,101.8,47%,53%,39%,13%,40.3,90%,-0.15,-0.21,-0.09,36%,3.37,7%,11%,21%,35.3,90%,-0.4,-0.49,-0.31,27%,2.92,5%,8%,18%,44.7,90%,0.08,-0.01,0.16,43%,3.76,8%,13%,23%,Below average,135907;135911;135934;135973;136032;136115;137706;137954;138073;138235;138374;146316;146518,13,0,13,0,0,0,2217,47%,53%
202223,AcademicYear,Multi-academy trusts,EAST MIDLANDS EDUCATION TRUST,2987,TR02426,7530373,10055367,East Midlands,136628;137628;138191;138641;141259;142710,6,6,0,0,0,0,6,0,0,6,1163,105.2,16%,84%,3%,6%,51,98%,0.23,0.15,0.32,56%,4.56,21%,28%,45%,34.7,98%,-0.56,-0.76,-0.35,25%,2.99,5%,9%,26%,54.1,98%,0.39,0.3,0.47,61%,4.86,24%,32%,49%,Above average,136628;137367;137628;138191;138641;138820;141259;142710;148299,9,9,0,0,0,0,1618,18%,82%
202223,AcademicYear,Multi-academy trusts,EDUCATION AND LEADERSHIP TRUST,3010,TR02745,8913502,10060739,North West,141196;141264;144494,3,1,2,0,0,0,3,0,0,3,661,103.4,56%,44%,63%,16%,48.7,91%,0.43,0.32,0.55,44%,4.46,28%,39%,55%,45.3,91%,0.16,0.01,0.32,37%,4.04,20%,28%,46%,52.8,91%,0.77,0.6,0.94,53%,4.98,37%,51%,68%,Above average,141196;141264;143260;144494,4,2,2,0,0,0,960,49%,51%
202223,AcademicYear,Multi-academy trusts,EDUCATION FOR THE 21ST CENTURY,3015,TR00727,7559170,10058616,London,135305;136464;136540;144465,4,2,1,1,0,0,4,0,0,4,734,105.1,29%,71%,8%,18%,44.5,96%,-0.38,-0.48,-0.27,41%,3.94,17%,25%,43%,36.8,99%,-0.72,-0.91,-0.53,23%,3.16,12%,15%,27%,47.7,95%,-0.23,-0.36,-0.11,48%,4.27,19%,30%,50%,Below average,135305;136464;136540;144465,4,2,1,1,0,0,734,29%,71%
202223,AcademicYear,Multi-academy trusts,EDUCATION PARTNERSHIP TRUST,3016,TR00059,7950891,10059591,North West,138233;141028;142088,3,0,1,2,0,0,3,2,0,1,413,103.4,28%,72%,17%,11%,45.4,93%,0.07,-0.07,0.21,46%,3.95,10%,19%,40%,41.5,94%,-0.13,-0.4,0.14,37%,3.61,4%,14%,38%,46.9,93%,0.15,-0.02,0.31,50%,4.08,12%,20%,41%,Average,138233;141028;142088,3,0,1,2,0,0,413,28%,72%
202223,AcademicYear,Multi-academy trusts,EXCALIBUR ACADEMIES TRUST,3065,TR00761,8146633,10059937,South West,138623;141705;142121;142822,4,2,1,1,0,0,4,0,1,3,700,104,22%,78%,16%,23%,45,93%,-0.12,-0.22,-0.01,41%,3.98,16%,24%,39%,32.3,95%,-0.64,-0.87,-0.41,18%,2.77,5%,6%,23%,48.5,93%,0.03,-0.09,0.15,47%,4.32,20%,29%,44%,Below average,138623;141705;142121;142822,4,2,1,1,0,0,700,22%,78%
202223,AcademicYear,Multi-academy trusts,FAIRFAX MULTI ACADEMY TRUST,3076,TR00767,7661164,10058852,West Midlands,136908;141318;143413;143895,4,1,3,0,0,0,4,0,0,4,700,103.2,45%,55%,15%,16%,37.7,94%,-0.68,-0.79,-0.57,31%,3.23,9%,13%,24%,30.1,95%,-1.05,-1.21,-0.89,18%,2.48,3%,3%,12%,44,93%,-0.37,-0.52,-0.22,41%,3.85,13%,21%,35%,Well below average,136908;141318;143413;143895,4,1,3,0,0,0,700,45%,55%
202223,AcademicYear,Multi-academy trusts,THE FALLIBROOME TRUST,3080,TR00770,7346144,10058338,North West,136184;136278;138662,3,2,1,0,0,0,3,0,1,2,597,104.5,23%,77%,3%,13%,46,97%,-0.09,-0.21,0.02,42%,3.89,12%,18%,28%,29.5,97%,-0.94,-1.18,-0.7,15%,2.4,1%,7%,18%,51.2,97%,0.17,0.04,0.3,51%,4.36,15%,21%,31%,Average,136184;136278;138662,3,2,1,0,0,0,597,23%,77%
202223,AcademicYear,Multi-academy trusts,BEYOND SCHOOLS TRUST,3123,TR00810,7401701,10058382,South East,136337;137376;138511,3,2,1,0,0,0,3,0,0,3,498,102.7,26%,74%,16%,21%,43.7,96%,-0.01,-0.14,0.12,40%,3.79,16%,25%,32%,30.6,95%,-0.64,-0.89,-0.39,16%,2.6,6%,12%,18%,48.3,96%,0.21,0.06,0.36,48%,4.21,19%,29%,37%,Average,136337;137376;138511,3,2,1,0,0,0,498,26%,74%
202223,AcademicYear,Multi-academy trusts,FUTURE ACADEMIES,3152,TR00834,6543442,10043978,London,135676;135876;143129;144623;146440;147785,6,0,6,0,0,0,6,2,2,2,921,103.3,33%,67%,22%,15%,44.2,92%,-0.09,-0.18,0.01,41%,4.14,21%,33%,64%,39.8,94%,-0.36,-0.52,-0.19,32%,3.74,18%,29%,60%,46.6,91%,0.07,-0.05,0.18,45%,4.35,22%,35%,65%,Average,135676;135876;140966;143129;144623;146440;147785,7,0,6,1,0,0,1038,35%,65%
202223,AcademicYear,Multi-academy trusts,FYLDE COAST ACADEMY TRUST,3155,TR00836,8364709,10060294,North West,137342;137973;139675;141132;145863,5,2,2,1,0,0,5,0,0,5,832,103.2,41%,59%,3%,19%,36.3,97%,-0.82,-0.91,-0.72,26%,3.05,5%,7%,18%,27.7,99%,-1.32,-1.48,-1.17,11%,2.25,1%,4%,11%,42.3,96%,-0.45,-0.58,-0.33,36%,3.6,8%,10%,24%,Well below average,137342;137973;139675;141132;145863,5,2,2,1,0,0,832,41%,59%
202223,AcademicYear,Multi-academy trusts,GLF SCHOOLS,3190,TR00860,7551959,10053217,South East,136534;137735;137736;140653;143808;143846;145898,7,4,2,1,0,0,7,0,0,7,1195,104.6,21%,79%,9%,19%,47.5,96%,0.01,-0.08,0.09,50%,4.26,19%,27%,45%,32.1,97%,-0.98,-1.16,-0.8,19%,2.78,3%,7%,25%,51.6,96%,0.26,0.17,0.36,58%,4.65,23%,33%,50%,Average,136534;137735;137736;140653;143808;143846;145898,7,4,2,1,0,0,1195,21%,79%
202223,AcademicYear,Multi-academy trusts,THE GORSE ACADEMIES TRUST,3206,TR00878,7465701,10055363,Yorkshire and the Humber,136392;137577;140565;142056;146217,5,2,2,1,0,0,5,0,0,5,1198,103.5,31%,69%,20%,11%,52.6,95%,0.74,0.66,0.82,57%,4.64,28%,38%,47%,42,94%,0.25,0.1,0.4,37%,3.62,16%,24%,35%,57.3,95%,0.96,0.86,1.06,66%,5.09,33%,45%,52%,Well above average,136392;137577;140565;142056;146217;148793,6,2,3,1,0,0,1347,32%,68%
202223,AcademicYear,Multi-academy trusts,THE GOSFORTH FEDERATED ACADEMIES LIMITED,3209,TR00881,7431423,10058404,North East,136352;144279;146752,3,1,2,0,0,0,3,0,1,2,801,105.5,28%,72%,19%,12%,51.1,96%,0.2,0.1,0.3,55%,4.69,31%,40%,60%,38.7,93%,-0.33,-0.52,-0.14,29%,3.39,12%,16%,39%,55.9,97%,0.39,0.28,0.51,64%,5.2,38%,49%,68%,Above average,136352;144279;146752,3,1,2,0,0,0,801,28%,72%
202223,AcademicYear,Multi-academy trusts,GREAT ACADEMIES EDUCATION TRUST,3225,TR00893,6237630,10058215,North West,135508;139294;143319,3,2,1,0,0,0,3,0,0,3,645,103.8,33%,67%,16%,15%,39.8,96%,-0.56,-0.67,-0.44,32%,3.37,8%,14%,32%,32.1,95%,-1.01,-1.2,-0.81,22%,2.71,3%,8%,26%,43.5,96%,-0.34,-0.48,-0.2,36%,3.69,10%,17%,35%,Well below average,135508;139294;143319,3,2,1,0,0,0,645,33%,67%
202223,AcademicYear,Multi-academy trusts,GREENWOOD ACADEMIES TRUST,3252,TR00914,6864339,10058259,East Midlands,135881;136217;136948;137184;137880;139082;139957;147456,8,0,7,1,0,0,8,1,0,7,1453,101.8,40%,60%,34%,14%,40.5,91%,-0.14,-0.22,-0.06,31%,3.38,6%,10%,19%,34.8,95%,-0.5,-0.62,-0.39,23%,2.82,3%,6%,13%,44.3,88%,0.12,0.02,0.22,37%,3.75,8%,13%,23%,Below average,135881;136217;136948;137184;137880;139082;139957;147456,8,0,7,1,0,0,1453,40%,60%
202223,AcademicYear,Multi-academy trusts,HABERDASHERS' ASKE'S FEDERATION TRUST,3279,TR00933,2535091,10058159,London,135070;135073;135951,3,0,3,0,0,0,3,0,0,3,577,104,35%,65%,15%,18%,47.2,94%,0.11,-0.01,0.23,44%,4.28,18%,27%,57%,40.6,95%,-0.28,-0.48,-0.08,30%,3.61,6%,15%,47%,50.6,94%,0.32,0.18,0.47,51%,4.63,24%,33%,62%,Average,135070;135073;135951,3,0,3,0,0,0,577,35%,65%
202223,AcademicYear,Multi-academy trusts,HARRIS FEDERATION,3320,TR00968,6228587,10058214,London,131747;131897;132711;134225;135249;135311;135677;135816;135955;137121;137379;137549;138449;138495;139703;140935;140952;140985;143427;143428;143706;144750;145126;145140;145860;147537,26,3,18,5,0,0,26,0,1,25,4676,104.2,38%,62%,32%,14%,49.8,94%,0.32,0.28,0.36,50%,4.62,26%,40%,72%,44,95%,0.01,-0.05,0.08,37%,4.02,18%,29%,64%,53.3,93%,0.51,0.46,0.57,57%,4.98,30%,46%,77%,Above average,131747;131897;132711;134225;135249;135311;135677;135816;135955;137121;137379;137549;138449;138495;139703;140935;140952;140985;143427;143428;143706;144750;145126;145140;145860;147537;149431,27,3,18,6,0,0,4780,38%,62%
